Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_inr,Touchscreen,IPS_Panel,PPI
HP,Notebook,Intel Core i7,6,AMD Radeon,Linux/Android/Chrome OS,2.19,84040,0,0,100.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,40590,0,0,100.0
Asus,Ultrabook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.2,80190,0,1,166.0
Dell,Notebook,Intel Core i3,6,Intel HD,Linux/Android/Chrome OS,2.3,50490,0,0,100.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.4,31790,0,0,100.0
Dell,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,2.2,41690,0,0,100.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.6,98890,0,1,141.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.04,60499,0,0,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.3,88659,0,0,100.0
HP,Netbook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.17,22990,0,0,135.0
Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,79235,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Linux/Android/Chrome OS,1.8,70180,1,1,157.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.3,164890,1,1,276.0
Lenovo,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.5,25190,0,0,112.0
HP,Notebook,Intel Core i7,6,AMD Radeon,Linux/Android/Chrome OS,2.19,84040,0,0,100.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,40590,0,0,100.0
